5886,,,,,,,
83,,,,,,,
UID,Y,X,BEARING_ANGLE,SPEED_RESTRICTION,CAMERA_TYPE,DIR_TYPE,Version
224,55.6604469,37.575082,214,60,1,1,20150520
225,55.660817,37.4224177,83,60,1,1,20150520
226,55.6609307,37.422394,261,60,1,1,20150520
228,55.7160069,37.535463,172,60,1,1,20150520
229,55.6604136,37.575308,33,60,1,1,20150520
1726,61.75859156,34.37662303,58,50,1,1,20150520
1727,61.01767953,33.03003609,312,90,1,1,20150520
1728,61.19072806,33.10533106,26,60,1,1,20150520
232,55.7003284,37.504036,45,60,1,1,20150520
233,55.7015367,37.505009,228,60,1,1,20150520
234,55.7186757,37.520995,226,60,1,1,20150520
236,55.9025704,37.58697,181,60,2,1,20150520
237,55.72712,37.53653,245,60,1,1,20150520
238,55.7947888,37.701244,258,60,1,1,20150520
239,55.7946244,37.701346,77,60,1,1,20150520
240,55.6583127,37.402369,65,60,1,1,20150520
242,55.8974513,37.5871752,1,60,2,1,20150520
244,55.8939416,37.5429758,183,60,1,1,20150520
245,55.8166946,37.6388548,5,60,1,1,20150520
246,55.6660999,37.5814608,31,60,1,1,20150520
960,55.5826383,37.68090338,151,60,1,1,20150520
1149,55.29343983,37.84607288,144,110,1,1,20150520
249,55.8117242,37.8207373,75,60,1,1,20150520
251,55.8076064,37.7719013,244,80,1,1,20150520
252,55.75933,37.6771486,265,60,1,1,20150520
253,55.6767983,37.5926882,208,60,2,1,20150520
255,55.7054409,37.6603321,225,60,1,1,20150520
256,55.7128884,37.5785693,140,60,1,1,20150520
257,55.7909554,37.5846232,181,60,1,1,20150520
258,55.7915179,37.6042946,184,60,1,1,20150520
957,55.59363102,37.67269313,172,60,1,1,20150520
260,55.582525,37.6813274,331,60,1,1,20150520
1148,55.29424434,37.84560081,323,110,1,1,20150520
954,55.60608126,37.6680851,333,60,1,1,20150520
263,55.762813,37.684074,100,60,1,1,20150520
264,55.64461661,37.56012963,55,50,1,1,20150520
265,55.765228,37.5450779,104,60,1,1,20150520
266,55.72391,37.556467,26,60,1,1,20150520
282,55.77861137,37.45731613,286,80,1,1,20150520
4099,55.79957318,37.73495117,254,60,1,1,20150520
294,55.7445653,37.53353779,170,60,1,1,20150520
296,55.88992786,37.01878533,115,60,1,1,20150520
297,55.87116969,37.12942645,313,60,1,1,20150520
1151,55.403,37.783,28,110,1,1,20150520
302,55.40602783,37.78578652,211,110,1,1,20150520
1152,55.47460808,37.74934332,340,110,1,1,20150520
1791,55.75851774,37.36877471,181,100,1,1,20150520
305,55.77827768,37.4580362,107,80,1,1,20150520
330,55.77401162,37.48195408,106,80,1,1,20150520
328,55.77262432,37.43056128,87,80,1,1,20150520
588,55.87347099,36.9423534,5,60,1,1,20150520
331,55.73008572,37.5563476,52,60,1,1,20150520
333,55.79825825,37.58408951,356,60,1,1,20150520
334,55.83145543,37.57296275,359,60,1,1,20150520
340,55.80536939,37.44667422,264,60,1,1,20150520
341,55.80424786,37.43191134,75,60,1,1,20150520
342,55.80525784,37.44779002,86,60,1,1,20150520
343,55.77382598,37.48496543,286,80,1,1,20150520
344,55.35765676,86.13424921,261,60,1,1,20150520
346,55.35474523,86.11983905,268,60,1,1,20150520
347,55.35466365,86.11984039,89,60,1,1,20150520
348,55.35332331,86.15886116,153,60,1,1,20150520
351,55.31338046,86.16297836,152,60,1,1,20150520
352,55.31328964,86.16339007,332,60,1,1,20150520
353,55.30637895,86.13985905,345,60,1,1,20150520
354,55.30637285,86.13973299,165,60,1,1,20150520
890,51.69519814,39.18277144,176,60,1,1,20150520
359,55.35201799,86.13569761,171,60,1,1,20150520
360,55.35197225,86.13587463,358,60,1,1,20150520
361,55.37788064,86.12727949,330,60,1,1,20150520
362,55.37796979,86.12694824,147,60,1,1,20150520
363,55.366307,86.07347036,205,60,1,1,20150520
892,55.62424458,37.47711825,330,100,1,1,20150520
365,55.32234864,86.09030927,317,60,1,1,20150520
366,55.32230133,86.09023148,136,60,1,1,20150520
367,55.33365213,86.14410097,65,60,1,1,20150520
368,56.0534665,86.02380121,348,60,1,1,20150520
369,56.05345152,86.02372075,168,60,1,1,20150520
370,55.35633939,86.0513314,293,60,1,1,20150520
371,55.35627993,86.05125094,112,60,1,1,20150520
372,56.95540973,40.97435832,179,60,1,1,20150520
373,54.73567231,32.09018469,180,60,1,1,20150520
5304,43.26633084,76.93135567,356,60,5,1,20150520
5305,43.26632791,76.93122223,175,60,5,1,20150520
4314,56.154454,38.012518,9,90,1,1,20150520
5007,56.02890158,35.73862463,288,60,1,1,20150520
379,55.955986,37.820359,30,60,1,1,20150520
380,55.999064,37.877083,15,50,1,1,20150520
381,54.81604386,32.04752684,180,60,1,1,20150520
382,56.086353,37.926134,40,90,1,1,20150520
383,56.076628,37.911211,215,90,1,1,20150520
385,55.46517077,35.75972557,82,90,1,1,20150520
386,55.4660466,35.60953259,275,60,1,1,20150520
387,54.79811828,32.01885939,88,60,1,1,20150520
388,56.08197477,37.52292395,16,90,1,1,20150520
389,55.55074628,36.47938371,83,60,1,1,20150520
393,51.66644679,39.23658729,281,60,1,1,20150520
392,51.99211153,39.21915293,23,90,1,1,20150520
394,51.66633699,39.23653364,100,60,1,1,20150520
395,57.0425553,40.96735239,353,60,1,1,20150520
396,55.8225139,37.87111759,76,60,1,1,20150520
397,55.82402063,37.87982941,255,60,1,1,20150520
398,55.83170401,37.93027639,258,60,1,1,20150520
399,55.8573224,37.98010111,224,60,1,1,20150520
400,55.9180571,38.12148571,49,60,1,1,20150520
401,55.81377375,38.11543465,80,60,1,1,20150520
402,55.71691022,37.58045197,45,60,1,1,20150520
403,55.43045624,38.54145527,299,60,1,1,20150520
404,55.38584543,38.34740281,115,40,1,1,20150520
5131,51.46627333,39.55465972,177,90,1,1,20150520
5212,46.38185059,48.00750196,339,60,1,1,20150520
5213,46.38179878,48.0073303,152,60,1,1,20150520
5211,46.32940959,48.03876042,354,60,1,1,20150520
5210,46.32940774,48.03874031,175,60,1,1,20150520
417,48.78573166,44.58854914,226,60,1,1,20150520
5731,53.14300273,48.4324398,9,40,1,1,20150520
420,48.72194663,44.51089919,47,60,1,1,20150520
422,48.72819962,44.52054441,227,60,1,1,20150520
424,48.82077449,44.63505864,235,60,1,1,20150520
1032,48.68709684,44.48333681,228,60,1,1,20150520
428,55.43057191,38.54155183,113,60,1,1,20150520
429,57.0032246,40.99008948,33,60,1,1,20150520
430,56.98117451,40.97952425,23,60,1,1,20150520
431,56.99919429,40.92232883,264,60,1,1,20150520
432,58.36977842,33.30174923,275,60,1,1,20150520
554,61.12454145,33.02039615,40,90,1,1,20150520
435,51.6357862,39.2138852,290,60,1,1,20150520
436,51.4662661,39.5548849,354,90,1,1,20150520
4681,51.58176992,39.46543336,331,90,1,1,20150520
438,51.4977962,39.5894836,294,60,1,1,20150520
440,51.6396532,39.3230476,128,70,1,1,20150520
441,51.6354607,39.3321323,310,70,1,1,20150520
442,51.5064358,39.5376326,152,60,1,1,20150520
443,51.5064726,39.5377936,332,60,1,1,20150520
444,55.8779831,37.668643,199,60,1,1,20150520
445,55.8293871,38.27892065,85,60,1,1,20150520
446,55.83378881,38.36223006,84,60,1,1,20150520
447,55.81299006,38.10749531,260,60,1,1,20150520
4340,49.82796879,73.1692189,43,60,1,1,20150520
489,55.37598942,37.5338459,192,60,1,1,20150520
451,55.73492435,36.93793952,272,60,1,1,20150520
452,55.89467461,37.69385576,279,100,1,1,20150520
453,55.89026926,37.71015823,308,100,1,1,20150520
454,55.88621994,37.4790886,66,100,1,1,20150520
6403,46.33856651,48.06732193,51,60,1,1,20150520
457,55.79556986,37.70278215,146,60,1,1,20150520
458,55.87125393,37.54812598,10,60,1,1,20150520
459,55.8924156,37.54327655,0,60,1,1,20150520
460,55.89012637,37.54265428,181,60,1,1,20150520
461,56.07833465,40.18897533,63,90,1,1,20150520
462,55.88206037,37.6711227,19,60,1,1,20150520
466,55.70351583,37.667377,180,60,1,1,20150520
467,55.72824592,37.75385141,302,60,1,1,20150520
469,55.70639335,37.62742281,10,60,1,1,20150520
4103,55.80905336,37.69616195,126,60,1,1,20150520
473,55.89402489,37.69784689,101,100,1,1,20150520
490,55.4100514,37.58551598,324,60,1,1,20150520
488,55.37544077,37.53365278,11,60,1,1,20150520
491,55.70584326,37.841506,125,60,1,1,20150520
587,55.8739465,36.94250361,188,60,1,1,20150520
493,55.69837385,36.59181654,47,60,1,1,20150520
494,40.3539663,49.80188102,261,60,1,1,20150520
495,40.25301737,49.62352753,238,70,1,1,20150520
496,40.2186365,49.55903649,57,70,1,1,20150520
503,50.618947,36.60537243,280,60,1,1,20150520
591,55.52521765,37.57912159,10,60,1,1,20150520
2071,44.69053972,37.79003173,313,60,1,1,20150520
505,56.30684847,38.13194364,202,50,1,1,20150520
506,55.78539995,37.66324639,145,80,1,1,20150520
507,55.7802235,37.66791344,51,60,1,1,20150520
508,55.77705876,37.66026914,232,60,1,1,20150520
509,55.79262049,37.60379791,85,60,1,1,20150520
510,55.85154122,37.39741802,286,60,1,1,20150520
514,61.78301884,33.81908239,53,40,1,1,20150520
520,61.19068707,33.10544636,230,60,1,1,20150520
521,61.89184101,34.25058603,14,90,1,1,20150520
522,61.89268262,34.25077915,181,90,1,1,20150520
6456,54.72180403,55.92858553,287,60,1,1,20150520
525,56.17723777,40.5010128,224,60,1,1,20150520
526,56.21214583,41.32309914,86,60,1,1,20150520
528,55.65887505,37.29957104,53,60,1,1,20150520
2072,44.69707976,37.76459098,29,60,1,1,20150520
2073,44.73394565,37.78243303,72,60,1,1,20150520
537,44.90467537,37.3970747,223,60,1,1,20150520
1109,55.64303893,37.45494604,326,100,1,1,20150520
590,55.52229036,37.57776976,190,60,1,1,20150520
1031,48.74638443,44.50152755,335,60,1,1,20150520
547,48.70906663,44.49005842,47,60,1,1,20150520
548,48.70917991,44.4899404,227,60,1,1,20150520
1039,51.72303401,36.21521831,227,40,1,1,20150520
551,48.74973057,44.48536992,335,60,1,1,20150520
552,48.74970227,44.48515534,155,60,1,1,20150520
555,61.15367929,33.04256053,208,90,1,1,20150520
556,61.4301077,33.26498735,203,90,1,1,20150520
557,61.67578473,33.61646093,2,60,1,1,20150520
558,61.68078728,33.61844636,160,40,1,1,20150520
559,61.78438478,33.83262682,229,60,1,1,20150520
4102,55.80874966,37.69767298,315,60,1,1,20150520
561,55.79999047,37.73928165,74,60,1,1,20150520
562,55.82081425,37.66516685,122,60,1,1,20150520
563,55.82106739,37.66456604,296,60,1,1,20150520
2082,44.70886522,37.7817142,319,60,1,1,20150520
2075,44.7958302,37.6658991,310,70,1,1,20150520
2076,44.79574646,37.66582668,121,70,1,1,20150520
2077,44.66756938,37.91307002,323,60,1,1,20150520
857,56.81294129,35.99435449,297,40,1,1,20150520
584,55.81482314,37.39054489,11,100,1,1,20150520
585,55.81887433,37.45427322,113,60,1,1,20150520
583,55.90786361,36.92507933,282,60,1,1,20150520
586,55.82564925,37.42901992,110,60,1,1,20150520
594,52.05892925,47.93446541,80,60,1,1,20150520
596,45.03287995,41.94953442,261,60,1,1,20150520
4367,55.98361878,36.79623842,129,60,1,1,20150520
600,56.82268,60.70588,103,60,1,1,20150520
601,56.8228,60.70614,285,60,1,1,20150520
602,56.7877,60.6795,117,90,1,1,20150520
603,56.78785946,60.67966551,296,90,1,1,20150520
4365,55.67834361,37.32079268,32,60,1,1,20150520
606,55.59580433,36.94068611,260,60,1,1,20150520
607,55.65494084,37.28666157,70,60,1,1,20150520
608,55.66488456,37.30643749,30,60,1,1,20150520
4756,64.598724,30.619547,232,60,1,1,20150520
4755,55.70675001,37.56752908,77,60,1,1,20150520
611,55.65818962,37.12943316,300,60,1,1,20150520
612,55.6331593,37.03413427,240,60,1,1,20150520
613,55.63208126,36.33441031,330,60,1,1,20150520
614,55.69591598,36.20901704,195,60,1,1,20150520
615,55.49767309,36.19119644,70,90,1,1,20150520
617,55.06247529,61.31966472,40,90,1,1,20150520
6790,40.19358978,44.52241123,99,70,1,1,20150520
6791,40.18812322,44.52707827,217,60,1,1,20150520
619,55.14699182,61.3502714,269,60,1,1,20150520
620,55.14699029,61.35021642,87,60,1,1,20150520
621,55.26125975,61.34845957,161,60,1,1,20150520
622,55.17726866,61.31295115,237,60,1,1,20150520
623,55.17717216,61.31308123,52,60,1,1,20150520
624,55.19447452,61.31250188,270,60,1,1,20150520
625,55.19435664,61.31250992,90,60,1,1,20150520
626,55.23323245,61.533418,279,60,1,1,20150520
627,55.03444169,61.44303024,331,60,1,1,20150520
628,55.11996843,61.53581321,273,60,1,1,20150520
629,55.11999911,61.53388202,104,60,1,1,20150520
630,55.06201754,61.40040725,328,60,1,1,20150520
631,55.06194381,61.40014842,147,60,1,1,20150520
632,54.94431537,60.0583224,269,90,1,1,20150520
633,54.94427993,60.0583224,89,90,1,1,20150520
634,54.91417483,60.55246577,264,90,1,1,20150520
635,54.91413782,60.55247113,83,90,1,1,20150520
636,54.92510891,60.71826652,246,110,1,1,20150520
637,54.92501027,60.71834698,73,110,1,1,20150520
1090,56.82669407,60.53874493,278,60,1,1,20150520
1091,56.82656491,60.53874493,97,60,1,1,20150520
1129,51.72589176,39.16271925,242,60,1,1,20150520
642,43.59297832,39.71753418,7,60,1,1,20150520
643,43.58032285,39.77368623,318,70,1,1,20150520
644,43.5488125,39.78188574,299,60,1,1,20150520
1108,55.73106121,37.60789633,120,60,1,1,20150520
1081,55.16058706,61.41577095,87,60,1,1,20150520
647,43.63629354,39.74077284,310,70,1,1,20150520
648,43.64502155,39.71021846,104,70,1,1,20150520
1630,56.97562303,41.00707456,150,60,1,1,20150520
1632,47.2231823,39.63047504,160,60,1,1,20150520
651,52.35465461,104.1312397,161,60,1,1,20150520
652,43.51849839,39.85390842,116,90,1,1,20150520
653,43.56910089,39.74010766,310,60,1,1,20150520
696,43.51849061,39.85410422,303,90,1,1,20150520
660,52.26053888,104.3207511,300,60,1,1,20150520
705,52.28308524,104.2515957,341,60,1,1,20150520
662,52.26625657,104.2579204,164,50,1,1,20150520
663,52.25834058,104.3479997,217,60,1,1,20150520
671,51.84181994,107.6166576,274,50,1,1,20150520
664,52.49131261,103.8199103,63,40,1,1,20150520
665,52.48724589,103.8069767,242,40,1,1,20150520
666,51.73093556,103.6459208,123,60,1,1,20150520
667,52.35470048,104.1314489,333,60,1,1,20150520
668,52.24897813,104.3366164,39,50,1,1,20150520
669,52.30422772,104.2931888,167,60,1,1,20150520
670,52.3260355,104.2695719,262,50,1,1,20150520
672,51.84143216,107.6265818,93,50,1,1,20150520
673,51.84930637,107.6476908,198,50,1,1,20150520
674,51.81032285,107.6495308,235,50,1,1,20150520
675,51.78047315,107.4693453,24,50,1,1,20150520
676,52.03844861,113.4585035,65,50,1,1,20150520
1053,55.64445573,37.52773046,23,60,1,1,20150520
1052,55.53826634,37.54340529,193,60,1,1,20150520
1051,55.58749536,37.5453043,113,100,1,1,20150520
5734,56.2769663,43.47510509,6,90,1,1,20150520
683,51.82699584,107.6582372,3,60,1,1,20150520
684,51.83303778,107.6551634,165,60,1,1,20150520
1093,56.85706762,60.6114006,81,60,1,1,20150520
1095,48.434598,44.57708,165,60,1,1,20150520
1097,55.6476403,37.47877479,52,60,1,1,20150520
1098,55.71362249,37.52438307,315,60,1,1,20150520
1082,55.16072957,61.41694307,267,60,1,1,20150520
1083,55.16103602,61.4163959,177,60,1,1,20150520
1084,55.16052118,61.41642809,358,60,1,1,20150520
1085,54.29762538,48.33328307,98,60,1,1,20150520
1086,54.29780069,48.33332062,276,60,1,1,20150520
1112,54.91412241,83.07406962,184,60,1,1,20150520
1113,55.044106,82.94199228,351,80,1,1,20150520
1114,55.04446253,82.94156313,172,80,1,1,20150520
1116,56.80256428,36.03156477,118,40,1,1,20150520
1118,51.6585739,39.24551368,17,40,1,1,20150520
706,52.23982394,104.2979658,93,60,1,1,20150520
1628,47.2232406,39.63047504,340,60,1,1,20150520
708,53.34277587,83.69577885,7,60,1,1,20150520
709,53.34285274,83.69545698,187,60,1,1,20150520
710,53.34228906,83.75371456,54,60,1,1,20150520
711,53.34514581,83.75612855,233,40,1,1,20150520
712,53.35358682,83.55294585,96,60,1,1,20150520
713,53.35370208,83.55353594,278,60,1,1,20150520
714,53.28008505,83.74858618,201,40,1,1,20150520
715,53.27999524,83.74853253,21,40,1,1,20150520
1119,51.6585739,39.24551368,198,60,1,1,20150520
1122,55.852274,38.621842,90,60,1,1,20150520
1123,55.852053,38.641492,271,60,1,1,20150520
1124,56.171765,40.412446,88,60,1,1,20150520
728,55.79313117,37.79803276,90,60,1,1,20150520
1099,54.73157148,55.99950314,226,60,1,1,20150520
1100,54.73098296,55.99893987,47,60,1,1,20150520
1101,55.90240418,48.96287799,358,60,1,1,20150520
1102,55.89237499,49.08643126,162,90,1,1,20150520
1103,55.90707125,49.13563371,205,60,1,1,20150520
1104,55.87397764,49.24913138,219,60,1,1,20150520
1105,55.80051512,49.32215989,277,60,1,1,20150520
3882,55.19075712,37.53468275,0,110,1,1,20150520
3883,55.8027256,37.83968408,177,100,1,1,20150520
732,53.38090936,83.74125838,327,40,1,1,20150520
733,43.47540397,39.89758551,164,60,1,1,20150520
734,43.46746604,39.90017116,158,60,1,1,20150520
735,43.45185186,39.90494013,168,60,1,1,20150520
736,43.45190638,39.90507424,348,60,1,1,20150520
737,43.46759063,39.90042865,344,60,1,1,20150520
738,43.47547015,39.89782691,344,60,1,1,20150520
774,55.68375436,37.41931558,58,60,1,1,20150520
775,55.6998884,37.40735292,49,60,1,1,20150520
781,53.36734417,83.67688179,7,40,1,1,20150520
745,69.06034911,33.40459025,97,40,1,1,20150520
748,69.05065063,33.28102236,238,60,1,1,20150520
749,69.05072831,33.28174764,59,70,1,1,20150520
769,69.04732098,33.21248607,54,40,1,1,20150520
768,69.04308954,33.19804473,68,40,1,1,20150520
754,68.97107595,33.07829454,227,40,1,1,20150520
