2063,,,,,,,
12,,,,,,,
UID,Y,X,BEARING_ANGLE,SPEED_RESTRICTION,CAMERA_TYPE,DIR_TYPE,Version
,23.202138,120.236587,0,110,1,1,2015Q2
,23.211129,120.185625,180,50,1,1,2015Q2
,23.213954,120.307474,315,50,1,1,2015Q2
,23.222834,121.282205,45,50,1,1,2015Q2
,23.223516,121.413507,0,50,1,1,2015Q2
,23.239676,120.315568,0,70,3,1,2015Q2
,23.25351,120.312392,180,70,3,1,2015Q2
,23.264,120.209942,225,50,1,1,2015Q2
,23.26634,121.375885,90,50,1,1,2015Q2
,23.266999,121.371288,270,50,1,1,2015Q2
,23.27192,120.265237,225,110,1,1,2015Q2
,23.276359,120.325213,0,70,1,1,2015Q2
,23.27644,120.325213,180,70,1,1,2015Q2
,23.27651,120.269246,45,110,1,1,2015Q2
,23.279215,121.321937,225,60,1,1,2015Q2
,23.279237,121.321955,45,60,1,1,2015Q2
,23.292144,120.24177,45,50,1,1,2015Q2
,23.292709,120.137664,225,90,1,1,2015Q2
,23.307309,121.335363,0,60,1,1,2015Q2
,23.308734,120.325684,45,50,1,1,2015Q2
,23.319349,120.308305,90,70,3,1,2015Q2
,23.331663,120.304844,225,110,1,1,2015Q2
,23.335841,121.320034,180,50,3,1,2015Q2
,23.363291,120.251089,180,70,1,1,2015Q2
,23.363425,120.209643,315,50,1,1,2015Q2
,23.37408,120.36482,225,50,1,1,2015Q2
,23.374104,120.364837,45,50,1,1,2015Q2
,23.377266,120.246874,0,50,3,1,2015Q2
,22.962334,120.236069,135,40,3,1,2015Q2
,22.963414,121.297121,45,50,1,1,2015Q2
,22.964721,120.217077,90,40,1,1,2015Q2
,22.965115,120.200551,225,60,1,1,2015Q2
,22.965164,120.200627,45,60,1,1,2015Q2
,22.965682,120.303076,270,60,3,1,2015Q2
,22.966975,120.18376,0,60,1,1,2015Q2
,22.969281,120.540731,225,60,1,1,2015Q2
,22.969294,120.209948,225,50,3,1,2015Q2
,22.970733,120.338162,135,110,1,1,2015Q2
,22.971206,120.31316,225,70,1,1,2015Q2
,22.97551,120.184027,180,60,1,1,2015Q2
,22.981242,120.21265,270,50,1,1,2015Q2
,22.987272,121.140923,0,60,1,1,2015Q2
,22.987305,121.140936,180,60,1,1,2015Q2
,22.987857,120.192003,0,50,1,1,2015Q2
,22.988827,120.30962,0,60,1,1,2015Q2
,22.988902,120.309594,180,70,1,1,2015Q2
,22.991503,120.212262,270,50,3,1,2015Q2
,22.992983,120.234109,180,60,3,1,2015Q2
,22.994316,120.234255,0,60,1,1,2015Q2
,22.996631,120.211387,45,50,3,1,2015Q2
,22.997048,120.224236,180,50,1,1,2015Q2
,22.997395,120.210912,90,50,1,1,2015Q2
,23.00082,120.220549,90,60,1,1,2015Q2
,23.001304,120.208921,225,50,3,1,2015Q2
,23.002381,120.213243,180,50,1,1,2015Q2
,23.00273,120.222821,270,50,1,1,2015Q2
,23.00827,120.248518,0,110,1,1,2015Q2
,23.012005,120.193861,0,40,3,1,2015Q2
,23.012893,120.200519,180,50,1,1,2015Q2
,23.013806,120.212338,225,50,3,1,2015Q2
,23.017641,120.179135,315,70,1,1,2015Q2
,23.017684,120.179096,135,70,1,1,2015Q2
,23.018694,120.132511,180,70,1,1,2015Q2
,23.019394,120.196721,90,60,1,1,2015Q2
,23.021948,120.206289,270,60,1,1,2015Q2
,23.022646,120.249855,180,110,1,1,2015Q2
,23.024848,121.330286,225,50,1,1,2015Q2
,23.036522,120.251222,0,40,3,1,2015Q2
,23.036767,120.251113,180,40,3,1,2015Q2
,23.045682,120.188474,0,60,3,1,2015Q2
,23.045889,120.207629,45,60,1,1,2015Q2
,23.051994,120.142708,135,70,1,1,2015Q2
,23.052128,120.142523,315,70,1,1,2015Q2
,23.052963,120.189947,0,60,1,1,2015Q2
,23.052991,120.189794,180,60,1,1,2015Q2
,23.053353,120.2717,315,50,3,1,2015Q2
,23.055936,120.298735,315,60,1,1,2015Q2
,23.055989,120.298709,135,60,1,1,2015Q2
,23.061271,120.133918,180,70,1,1,2015Q2
,23.061539,120.332072,225,60,3,1,2015Q2
,23.066544,120.214626,0,60,1,1,2015Q2
,23.066572,120.214631,180,60,3,1,2015Q2
,23.073257,120.134888,0,70,1,1,2015Q2
,23.073341,120.134896,180,70,1,1,2015Q2
,23.074916,120.192247,180,60,1,1,2015Q2
,23.078916,120.252132,180,110,1,1,2015Q2
,23.37993,121.47182,0,50,1,1,2015Q2
,23.385285,120.35495,0,110,1,1,2015Q2
,23.388435,120.375114,45,70,1,1,2015Q2
,23.394739,120.355374,180,110,1,1,2015Q2
,23.397909,121.359545,225,50,1,1,2015Q2
,23.401481,121.337001,225,60,1,1,2015Q2
,23.401529,121.337021,45,60,1,1,2015Q2
,23.416824,120.314623,180,50,1,1,2015Q2
,23.42743,120.394165,225,50,1,1,2015Q2
,23.427884,121.347806,45,50,1,1,2015Q2
,23.433603,120.246751,180,70,1,1,2015Q2
,23.434684,120.399205,225,50,1,1,2015Q2
,23.439101,120.16752,180,60,1,1,2015Q2
,23.439116,120.38427,315,70,1,1,2015Q2
,23.448433,120.440704,180,50,1,1,2015Q2
,23.450991,120.568674,315,60,3,1,2015Q2
,23.452983,120.442263,0,50,3,1,2015Q2
,23.453662,120.415546,225,60,1,1,2015Q2
,23.454917,120.326272,90,50,3,1,2015Q2
,23.456629,120.19161,270,70,1,1,2015Q2
,23.459844,120.296206,270,50,3,1,2015Q2
,23.459977,120.440422,45,50,1,1,2015Q2
,23.460459,120.291878,90,50,3,1,2015Q2
,23.463585,120.470961,180,50,3,1,2015Q2
,23.463945,120.269534,270,70,1,1,2015Q2
,23.46422,120.424577,45,50,3,1,2015Q2
,23.464754,120.425037,225,60,3,1,2015Q2
,23.466277,120.254437,135,50,1,1,2015Q2
,23.468405,120.466102,315,50,1,1,2015Q2
,23.468883,120.449502,90,50,1,1,2015Q2
,23.472715,120.329314,225,70,1,1,2015Q2
,23.477318,120.430917,315,50,1,1,2015Q2
,23.480104,120.430031,315,50,1,1,2015Q2
,23.480598,120.438781,45,50,1,1,2015Q2
,23.481665,120.493241,90,50,1,1,2015Q2
,23.482939,120.356132,90,70,1,1,2015Q2
,23.487202,120.40244,90,70,1,1,2015Q2
,23.488472,121.364473,180,70,1,1,2015Q2
,23.488518,121.364492,0,70,1,1,2015Q2
,23.490227,120.403418,90,50,1,1,2015Q2
,23.492044,120.397457,90,50,3,1,2015Q2
,23.492146,120.473464,270,50,1,1,2015Q2
,23.494916,121.367123,45,70,1,1,2015Q2
,23.497184,120.442598,135,50,1,1,2015Q2
,23.497988,121.36837,45,70,1,1,2015Q2
,23.498068,121.368403,225,70,1,1,2015Q2
,23.498428,120.451133,0,50,3,1,2015Q2
,23.51162,120.444578,135,50,1,1,2015Q2
,23.514235,120.403744,0,110,1,1,2015Q2
,23.519882,119.578214,90,50,1,1,2015Q2
,23.521307,119.573449,0,50,1,1,2015Q2
,23.523472,120.327022,0,60,1,1,2015Q2
,23.525149,120.405048,180,110,1,1,2015Q2
,23.525618,121.378286,180,60,1,1,2015Q2
,23.527411,120.267865,270,60,1,1,2015Q2
,23.53559,120.436586,0,50,3,1,2015Q2
,23.538642,119.604299,0,70,1,1,2015Q2
,23.080569,120.195405,225,70,1,1,2015Q2
,23.082742,120.230589,135,40,3,1,2015Q2
,23.084398,120.329166,0,110,1,1,2015Q2
,23.084412,120.210553,0,50,3,1,2015Q2
,23.090206,120.282758,0,60,3,1,2015Q2
,23.094528,120.229095,45,50,3,1,2015Q2
,23.098948,120.280871,180,60,1,1,2015Q2
,23.101428,120.287787,0,25,1,1,2015Q2
,23.101806,120.280499,0,60,1,1,2015Q2
,23.102661,120.131682,180,70,3,1,2015Q2
,23.103364,120.284959,270,60,3,1,2015Q2
,23.104424,120.289528,270,60,3,1,2015Q2
,23.107572,121.202721,45,60,1,1,2015Q2
,23.109407,121.383881,225,50,1,1,2015Q2
,23.112859,120.271347,0,40,1,1,2015Q2
,23.114701,120.274867,135,60,3,1,2015Q2
,23.117387,120.27382,315,60,3,1,2015Q2
,23.120727,120.465449,90,50,3,1,2015Q2
,23.12184,120.272076,180,60,3,1,2015Q2
,23.123913,120.330902,90,60,3,1,2015Q2
,23.134208,120.236227,315,110,1,1,2015Q2
,23.142642,120.425399,90,90,1,1,2015Q2
,23.142812,120.192522,315,70,1,1,2015Q2
,23.153725,121.398751,225,50,1,1,2015Q2
,23.155667,120.488685,45,70,1,1,2015Q2
,23.159927,120.134608,180,70,3,1,2015Q2
,23.160821,120.230927,180,110,1,1,2015Q2
,23.1735,121.242785,225,60,1,1,2015Q2
,23.562954,119.642735,90,50,1,1,2015Q2
,23.563886,119.58562,225,50,3,1,2015Q2
,23.565493,119.66695,90,50,3,1,2015Q2
,23.56585,121.517743,0,40,1,1,2015Q2
,23.565892,121.517764,180,40,1,1,2015Q2
,23.566698,121.382567,180,60,1,1,2015Q2
,23.566756,121.382571,0,60,1,1,2015Q2
,23.567396,120.282388,270,60,1,1,2015Q2
,23.568331,120.435605,180,50,1,1,2015Q2
,23.569359,119.602234,270,50,1,1,2015Q2
,23.570597,120.505523,180,110,1,1,2015Q2
,23.571726,119.614565,270,70,1,1,2015Q2
,23.572291,119.577221,270,50,3,1,2015Q2
,23.573068,120.437442,0,70,1,1,2015Q2
,23.576578,119.602801,225,50,1,1,2015Q2
,23.578045,120.42686,45,110,1,1,2015Q2
,23.579167,120.439737,225,70,1,1,2015Q2
,23.580099,121.383328,0,50,1,1,2015Q2
,23.582326,119.636778,135,50,1,1,2015Q2
,23.584655,119.608107,45,50,1,1,2015Q2
,23.587866,119.506603,180,50,1,1,2015Q2
,23.594199,120.302546,180,50,1,1,2015Q2
,23.594467,120.43364,180,110,1,1,2015Q2
,23.598186,119.509164,180,50,1,1,2015Q2
,23.598335,120.516307,270,50,1,1,2015Q2
,23.599513,119.613335,180,70,1,1,2015Q2
,23.601448,120.445787,0,50,3,1,2015Q2
,23.603463,120.305677,180,60,1,1,2015Q2
,23.60511,120.481499,90,50,1,1,2015Q2
,23.53953,120.292404,45,50,1,1,2015Q2
,23.543004,120.433321,0,50,1,1,2015Q2
,23.543232,120.433064,180,50,1,1,2015Q2
,23.548923,119.620263,45,50,1,1,2015Q2
,23.550519,119.614229,315,50,1,1,2015Q2
,23.555653,119.592267,45,60,1,1,2015Q2
,23.556945,120.433667,0,50,3,1,2015Q2
,23.557012,119.603597,135,70,1,1,2015Q2
,23.557574,120.432377,270,50,1,1,2015Q2
,23.557686,120.432088,90,50,1,1,2015Q2
,23.558604,120.398996,90,70,3,1,2015Q2
,23.559299,119.598687,315,70,3,1,2015Q2
,23.5603,120.323265,90,60,1,1,2015Q2
,23.560759,119.634711,45,50,1,1,2015Q2
,23.789293,120.709303,315,60,1,1,2015Q2
,23.789817,120.470786,315,50,1,1,2015Q2
,23.790629,120.470534,180,50,1,1,2015Q2
,23.790679,120.259032,90,70,3,1,2015Q2
,23.791636,120.236691,90,60,3,1,2015Q2
,23.792177,120.237299,270,60,3,1,2015Q2
,23.794815,121.457388,315,60,1,1,2015Q2
,23.794851,121.457366,135,60,1,1,2015Q2
,23.795482,120.215569,90,50,1,1,2015Q2
,23.795623,120.216139,225,50,3,1,2015Q2
,23.796136,120.278502,180,60,3,1,2015Q2
,23.797252,120.217522,45,50,1,1,2015Q2
,23.797763,120.217587,135,50,3,1,2015Q2
,23.79876,120.216335,225,50,1,1,2015Q2
,23.799961,120.655138,0,50,1,1,2015Q2
,23.800323,120.655114,90,50,1,1,2015Q2
,23.802437,120.219483,0,50,3,1,2015Q2
,23.808151,120.705157,45,40,1,1,2015Q2
,23.808248,120.705241,225,40,1,1,2015Q2
,23.809562,120.225245,225,50,3,1,2015Q2
,23.813972,120.22869,45,50,3,1,2015Q2
,23.814269,121.462398,90,50,1,1,2015Q2
,23.814605,120.229178,225,50,3,1,2015Q2
,23.815655,121.482297,90,70,1,1,2015Q2
,23.815769,121.482636,270,70,1,1,2015Q2
,23.817902,120.215165,270,50,1,1,2015Q2
,23.821289,120.811544,270,70,1,1,2015Q2
,23.822241,120.771725,90,70,1,1,2015Q2
,23.823426,120.721678,45,40,1,1,2015Q2
,23.823556,120.72193,225,40,1,1,2015Q2
,23.827696,120.797932,45,60,3,1,2015Q2
,23.828277,120.752579,135,70,1,1,2015Q2
,23.828333,120.752491,315,70,3,1,2015Q2
,23.829162,121.505592,225,70,1,1,2015Q2
,23.829195,121.505617,45,70,1,1,2015Q2
,23.829545,121.482044,225,70,1,1,2015Q2
,23.829587,121.482074,45,70,1,1,2015Q2
,23.830485,120.484994,0,110,1,1,2015Q2
,23.834758,121.509638,225,50,1,1,2015Q2
,23.835028,121.509834,45,50,1,1,2015Q2
,23.83503,120.730743,90,70,1,1,2015Q2
,23.844387,120.484229,180,110,1,1,2015Q2
,23.856838,120.498355,90,70,3,1,2015Q2
,23.857799,120.595745,135,60,1,1,2015Q2
,23.605786,121.392728,225,60,3,1,2015Q2
,23.611526,119.514856,0,70,1,1,2015Q2
,23.612126,119.60882,135,70,1,1,2015Q2
,23.612398,120.423655,45,50,1,1,2015Q2
,23.613014,120.433954,270,50,1,1,2015Q2
,23.624229,120.467975,180,70,1,1,2015Q2
,23.628498,121.404792,45,50,3,1,2015Q2
,23.632352,119.599216,270,50,1,1,2015Q2
,23.634617,119.597291,180,50,1,1,2015Q2
,23.636978,119.528522,90,70,1,1,2015Q2
,23.646843,121.534356,180,60,1,1,2015Q2
,23.646882,121.534367,0,60,1,1,2015Q2
,23.647546,120.471169,180,70,1,1,2015Q2
,23.649364,119.599542,180,50,1,1,2015Q2
,23.650996,121.416865,180,50,1,1,2015Q2
,23.655427,119.586224,315,60,1,1,2015Q2
,23.655522,120.240738,225,60,1,1,2015Q2
,23.658565,120.338012,270,60,1,1,2015Q2
,23.659828,119.562782,90,70,1,1,2015Q2
,23.665076,119.600081,0,50,3,1,2015Q2
,23.665498,119.576543,270,70,1,1,2015Q2
,23.66557,120.259018,135,40,3,1,2015Q2
,23.671478,120.392376,90,60,1,1,2015Q2
,23.675179,120.45006,315,100,1,1,2015Q2
,23.678453,121.41944,135,60,3,1,2015Q2
,23.67846,120.489941,225,50,1,1,2015Q2
,23.67957,120.480729,0,50,3,1,2015Q2
,23.680026,120.552608,315,60,1,1,2015Q2
,23.680434,120.480905,180,50,3,1,2015Q2
,23.683534,120.492586,90,60,1,1,2015Q2
,23.684984,120.300517,90,100,1,1,2015Q2
,23.691506,120.508236,45,70,3,1,2015Q2
,23.691779,120.508808,225,70,3,1,2015Q2
,23.69225,120.17736,180,60,3,1,2015Q2
,23.692922,120.598778,45,110,1,1,2015Q2
,23.696106,120.533561,90,60,1,1,2015Q2
,23.698613,120.324106,180,70,3,1,2015Q2
,23.700396,120.548533,270,60,1,1,2015Q2
,23.702208,121.413182,45,70,1,1,2015Q2
,23.702746,120.553439,45,60,1,1,2015Q2
,23.703949,120.200235,180,50,1,1,2015Q2
,23.704375,120.24929,180,60,3,1,2015Q2
,23.709125,120.541474,45,50,3,1,2015Q2
,23.710437,120.406511,225,70,1,1,2015Q2
,23.710626,120.476058,180,110,1,1,2015Q2
,23.712174,120.201,0,60,1,1,2015Q2
,23.717169,120.441259,135,60,3,1,2015Q2
,23.717221,120.441192,315,60,3,1,2015Q2
,23.719163,120.435903,90,60,3,1,2015Q2
,23.721377,120.253318,180,60,3,1,2015Q2
,23.727865,120.488786,45,60,3,1,2015Q2
,23.728426,120.489048,180,70,3,1,2015Q2
,23.735792,120.458313,270,60,1,1,2015Q2
,23.735987,120.396017,180,60,1,1,2015Q2
,23.73634,120.396018,0,60,1,1,2015Q2
,23.737547,120.598976,45,60,1,1,2015Q2
,23.741009,120.255365,90,70,3,1,2015Q2
,23.859061,121.50342,225,70,1,1,2015Q2
,23.859106,121.503452,45,70,1,1,2015Q2
,23.859971,120.694241,0,60,1,1,2015Q2
,23.863202,120.57503,315,60,3,1,2015Q2
,23.863286,120.574797,135,60,1,1,2015Q2
,23.863383,120.508173,45,70,1,1,2015Q2
,23.863681,121.530507,225,70,1,1,2015Q2
,23.863843,120.693358,180,60,1,1,2015Q2
,23.866652,120.438222,45,60,1,1,2015Q2
,23.866715,120.438287,225,70,3,1,2015Q2
,23.873116,120.587503,315,60,1,1,2015Q2
,23.87366,120.517312,45,60,1,1,2015Q2
,23.873728,120.517378,225,60,1,1,2015Q2
,23.875559,120.693398,0,60,1,1,2015Q2
,23.87744,120.51066,135,60,1,1,2015Q2
,23.878701,121.513658,225,60,3,1,2015Q2
,23.881125,121.600946,0,60,1,1,2015Q2
,23.881187,121.600956,180,60,1,1,2015Q2
,23.884261,120.473105,45,70,1,1,2015Q2
,23.886072,121.602117,0,60,1,1,2015Q2
,23.886105,121.602126,180,60,1,1,2015Q2
,23.888291,120.689875,315,60,1,1,2015Q2
,23.891642,120.529027,225,50,1,1,2015Q2
,23.893508,121.603818,180,60,1,1,2015Q2
,23.895173,120.533324,45,50,1,1,2015Q2
,23.896454,121.526858,0,70,1,1,2015Q2
,23.896552,121.526888,180,70,1,1,2015Q2
,23.897985,120.469986,315,70,1,1,2015Q2
,23.898234,120.469783,135,70,3,1,2015Q2
,23.899,121.56118,270,70,1,1,2015Q2
,23.899037,121.561259,90,70,1,1,2015Q2
,23.899057,120.462613,45,70,3,1,2015Q2
,23.902078,120.690914,45,60,3,1,2015Q2
,23.903752,120.30757,225,70,3,1,2015Q2
,23.906355,120.679951,0,60,3,1,2015Q2
,23.907148,120.926017,135,60,1,1,2015Q2
,23.910323,120.542503,45,70,1,1,2015Q2
,23.910404,120.542544,225,70,3,1,2015Q2
,23.915512,120.585115,0,60,1,1,2015Q2
,23.924564,120.572687,135,15,3,1,2015Q2
,23.932995,121.539266,45,60,1,1,2015Q2
,23.932995,121.539266,225,70,1,1,2015Q2
,23.936453,120.686163,135,50,1,1,2015Q2
,23.939579,121.543071,45,60,1,1,2015Q2
,23.93958,121.543072,225,70,1,1,2015Q2
,23.943269,120.622501,270,80,1,1,2015Q2
,23.944094,120.626382,90,80,1,1,2015Q2
,23.944372,120.931894,270,60,3,1,2015Q2
,23.944679,120.627192,270,80,1,1,2015Q2
,23.945655,120.630542,90,80,1,1,2015Q2
,23.948774,120.576027,270,40,1,1,2015Q2
,23.948966,120.9376,45,60,1,1,2015Q2
,23.950458,120.972719,45,40,1,1,2015Q2
,23.952166,120.645443,225,80,1,1,2015Q2
,23.954493,120.338374,225,70,1,1,2015Q2
,23.956592,120.669595,225,60,1,1,2015Q2
,23.9569,120.566673,180,60,1,1,2015Q2
,23.744469,121.452311,45,60,3,1,2015Q2
,23.750402,120.508643,135,60,3,1,2015Q2
,23.757237,120.668981,270,60,1,1,2015Q2
,23.757254,120.668875,90,60,1,1,2015Q2
,23.757591,121.453489,45,60,1,1,2015Q2
,23.757608,121.453496,225,60,1,1,2015Q2
,23.757619,120.679446,225,60,3,1,2015Q2
,23.757915,120.496661,180,70,3,1,2015Q2
,23.758974,120.178145,270,50,1,1,2015Q2
,23.760219,120.611543,45,60,3,1,2015Q2
,23.766623,120.50635,225,60,3,1,2015Q2
,23.770934,120.643609,315,60,1,1,2015Q2
,23.774241,120.197603,45,50,1,1,2015Q2
,23.774766,120.266871,0,60,3,1,2015Q2
,23.774846,120.628851,270,110,1,1,2015Q2
,23.777535,120.687865,90,110,1,1,2015Q2
,23.77882,120.445053,0,60,3,1,2015Q2
,23.780936,121.561061,0,60,1,1,2015Q2
,23.783354,120.205358,45,50,1,1,2015Q2
,23.788515,120.209936,45,50,1,1,2015Q2
,23.788718,120.270884,0,70,3,1,2015Q2
,23.789245,120.709317,135,60,1,1,2015Q2
,23.964259,120.346525,45,70,3,1,2015Q2
,23.968757,121.569676,225,60,3,1,2015Q2
,23.968761,121.569678,45,60,3,1,2015Q2
,23.969746,121.585745,270,60,3,1,2015Q2
,23.969775,121.585678,135,60,3,1,2015Q2
,23.972769,121.613115,225,40,3,1,2015Q2
,23.974316,121.615642,45,40,1,1,2015Q2
,23.974733,120.351979,45,70,3,1,2015Q2
,23.97498,120.680431,180,60,3,1,2015Q2
,23.97648,120.921816,135,70,3,1,2015Q2
,23.977358,121.581906,225,50,3,1,2015Q2
,23.977737,120.674169,270,50,1,1,2015Q2
,23.978824,120.698366,270,50,3,1,2015Q2
,23.979981,120.69259,180,40,3,1,2015Q2
,23.980595,120.914393,315,70,3,1,2015Q2
,23.981366,120.888997,270,100,1,1,2015Q2
,23.983342,120.617815,180,50,3,1,2015Q2
,23.983354,120.985507,90,100,1,1,2015Q2
,23.983669,120.79216,270,70,3,1,2015Q2
,23.984679,121.597182,270,15,1,1,2015Q2
,23.985988,120.763613,315,70,1,1,2015Q2
,23.987362,121.588107,225,50,3,1,2015Q2
,23.987721,120.678871,180,50,3,1,2015Q2
,23.988407,120.64966,135,70,1,1,2015Q2
,23.988734,120.722741,0,50,1,1,2015Q2
,23.988969,121.61008,180,50,1,1,2015Q2
,23.990692,120.668457,315,70,3,1,2015Q2
,23.992403,120.657208,0,70,3,1,2015Q2
,23.993098,120.576986,225,60,3,1,2015Q2
,23.994034,120.687863,225,60,3,1,2015Q2
,23.995124,120.679489,0,60,3,1,2015Q2
,23.995343,120.560074,315,70,1,1,2015Q2
,23.995392,120.658654,225,70,3,1,2015Q2
,23.995476,120.559987,135,70,1,1,2015Q2
,23.996015,120.679708,0,60,1,1,2015Q2
,23.996053,120.679553,180,60,3,1,2015Q2
,23.957166,121.55264,225,50,1,1,2015Q2
,23.957581,120.562091,180,40,3,1,2015Q2
,23.959419,121.570002,225,50,3,1,2015Q2
,23.959504,121.554185,45,50,1,1,2015Q2
,23.963532,120.655137,180,70,1,1,2015Q2
,23.963599,121.578881,270,70,1,1,2015Q2
,24.111705,120.67904,180,50,1,1,2015Q2
,24.113315,120.597185,315,110,1,1,2015Q2
,24.114951,120.491986,225,60,1,1,2015Q2
,24.117203,121.639092,225,70,1,1,2015Q2
,24.117313,120.657969,45,50,3,1,2015Q2
,24.119111,120.682351,270,50,1,1,2015Q2
,24.119111,120.682373,90,50,1,1,2015Q2
,24.122215,120.664133,45,50,1,1,2015Q2
,24.122255,120.664184,225,50,1,1,2015Q2
,24.122711,120.679318,180,50,3,1,2015Q2
,24.127598,120.629408,135,60,3,1,2015Q2
,24.128305,120.664493,225,50,1,1,2015Q2
,24.129411,120.620074,0,80,1,1,2015Q2
,24.129431,120.619858,180,80,1,1,2015Q2
,24.130107,120.490109,180,60,1,1,2015Q2
,24.133282,120.4895,180,60,1,1,2015Q2
,24.13436,120.646592,0,50,3,1,2015Q2
,24.134407,120.695739,45,50,1,1,2015Q2
,24.134438,120.695767,225,50,1,1,2015Q2
,24.135648,120.709231,180,50,1,1,2015Q2
,24.137036,120.710062,180,80,1,1,2015Q2
,24.137615,120.657342,180,50,1,1,2015Q2
,24.138504,120.608931,90,50,3,1,2015Q2
,24.138865,120.63071,135,50,1,1,2015Q2
,24.141179,120.666717,225,50,3,1,2015Q2
,24.144164,120.712038,45,50,1,1,2015Q2
,24.144584,120.657327,180,50,3,1,2015Q2
,24.144712,120.697419,315,50,1,1,2015Q2
,24.1468,120.548823,0,70,3,1,2015Q2
,24.147012,120.630173,135,50,1,1,2015Q2
,24.147183,120.623217,180,60,1,1,2015Q2
,24.149503,120.699509,45,50,1,1,2015Q2
,24.149936,120.714721,0,80,1,1,2015Q2
,24.151958,120.604412,135,60,1,1,2015Q2
,24.152357,120.698575,180,50,1,1,2015Q2
,24.153888,120.64663,180,50,3,1,2015Q2
,24.153936,120.725368,225,50,1,1,2015Q2
,24.153955,121.64909,0,60,1,1,2015Q2
,24.154022,121.649114,180,60,1,1,2015Q2
,24.154345,120.716646,225,50,1,1,2015Q2
,24.154911,120.610532,90,50,1,1,2015Q2
,24.155002,120.686477,225,50,1,1,2015Q2
,24.156983,120.659912,315,60,3,1,2015Q2
,24.158475,120.639845,135,60,1,1,2015Q2
,24.15859,120.63991,315,60,1,1,2015Q2
,24.160956,120.648341,225,50,1,1,2015Q2
,24.161175,120.617881,180,50,1,1,2015Q2
,24.162536,121.652323,180,60,1,1,2015Q2
,24.16317,120.68127,270,50,1,1,2015Q2
,24.163468,120.717714,90,60,1,1,2015Q2
,23.996392,120.722442,180,50,1,1,2015Q2
,23.996503,120.663779,135,70,1,1,2015Q2
,23.997162,120.801769,225,100,1,1,2015Q2
,23.998476,120.650321,0,110,1,1,2015Q2
,23.999995,120.478163,45,60,1,1,2015Q2
,24.000177,120.478298,225,60,1,1,2015Q2
,24.002293,121.599899,225,60,3,1,2015Q2
,24.002836,120.677999,315,60,3,1,2015Q2
,24.006494,121.618072,135,50,1,1,2015Q2
,24.006722,121.611978,90,50,1,1,2015Q2
,24.007391,121.622462,225,50,1,1,2015Q2
,24.008026,120.649842,315,70,3,1,2015Q2
,24.008972,120.81839,0,70,1,1,2015Q2
,24.013087,120.551194,315,70,3,1,2015Q2
,24.013157,120.696879,315,40,3,1,2015Q2
,24.016732,120.488663,225,60,3,1,2015Q2
,24.018878,121.609679,180,50,1,1,2015Q2
,24.019572,120.54676,135,70,1,1,2015Q2
,24.019734,120.539092,90,15,1,1,2015Q2
,24.019848,120.539374,225,15,1,1,2015Q2
,24.021287,120.558034,225,70,3,1,2015Q2
,24.027449,120.840453,270,70,1,1,2015Q2
,24.032978,121.605897,0,70,3,1,2015Q2
,24.03531,120.443153,180,70,3,1,2015Q2
,24.036877,120.682768,315,70,1,1,2015Q2
,24.037527,120.681868,135,70,1,1,2015Q2
,24.046361,120.62203,180,70,1,1,2015Q2
,24.046724,120.46527,45,60,1,1,2015Q2
,24.046745,120.465364,225,60,3,1,2015Q2
,24.048638,120.523767,180,110,1,1,2015Q2
,24.048759,120.43038,315,50,1,1,2015Q2
,24.049805,120.494128,90,60,1,1,2015Q2
,24.050015,120.510994,45,60,3,1,2015Q2
,24.051233,121.605084,0,70,1,1,2015Q2
,24.063412,120.592799,0,70,3,1,2015Q2
,24.064075,121.6071,180,70,1,1,2015Q2
,24.070377,120.63981,315,110,1,1,2015Q2
,24.070884,120.552765,270,50,3,1,2015Q2
,24.072558,121.608424,0,70,1,1,2015Q2
,24.072611,121.608432,180,70,1,1,2015Q2
,24.072654,120.440536,45,70,1,1,2015Q2
,24.074443,120.592978,0,70,1,1,2015Q2
,24.07539,120.699909,0,50,1,1,2015Q2
,24.077831,120.544431,45,50,3,1,2015Q2
,24.083984,120.552188,90,50,1,1,2015Q2
,24.084982,120.531254,225,70,3,1,2015Q2
,24.086177,120.648106,180,60,3,1,2015Q2
,24.08697,120.678423,225,50,1,1,2015Q2
,24.087068,120.678354,225,50,1,1,2015Q2
,24.087599,120.544593,0,50,3,1,2015Q2
,24.087876,120.544477,180,50,3,1,2015Q2
,24.088414,120.447452,45,70,1,1,2015Q2
,24.08963,120.66429,180,70,1,1,2015Q2
,24.090515,120.664546,0,70,1,1,2015Q2
,24.092278,120.448322,180,70,1,1,2015Q2
,24.093796,120.549848,0,40,1,1,2015Q2
,24.163501,120.719319,180,50,3,1,2015Q2
,24.164633,120.646001,135,60,3,1,2015Q2
,24.164733,120.685043,0,50,1,1,2015Q2
,24.16736,120.631117,45,60,1,1,2015Q2
,24.167413,120.630977,225,60,1,1,2015Q2
,24.167689,120.733297,0,50,1,1,2015Q2
,24.169629,120.542361,180,70,3,1,2015Q2
,24.171752,120.620922,45,50,1,1,2015Q2
,24.172579,120.660707,180,50,3,1,2015Q2
,24.176265,120.543221,180,70,1,1,2015Q2
,24.176536,120.738375,225,50,3,1,2015Q2
,24.176565,120.710706,180,50,1,1,2015Q2
,24.176629,120.578919,90,60,1,1,2015Q2
,24.177436,120.548104,45,110,1,1,2015Q2
,24.180967,120.724859,315,50,1,1,2015Q2
